Wavelength [nm],spectra
467.006,0.999376789
467.079,1.008950784
467.152,0.975380886
467.225,1.024476213
467.297,1.009115959
467.370,0.990084024
467.443,0.993117845
467.516,1.002924551
467.589,1.000567332
467.662,1.008153824
467.735,0.989320349
467.807,0.992962402
467.880,1.009979055
467.953,0.999745392
468.026,0.997111627
468.099,1.009848367
468.172,1.035189019
468.244,1.004365439
468.317,0.98755782
468.390,0.983004889
468.463,1.001878708
468.536,0.989553986
468.608,0.977280578
468.681,1.007523447
468.754,1.013249674
468.827,1.001095012
468.900,0.986874969
468.972,1.029848889
469.045,0.984563507
469.118,1.014092006
469.191,0.990708908
469.263,1.0377456
469.336,1.021098183
469.409,0.997411451
469.482,1.016885754
469.554,0.988047797
469.627,1.028523757
469.700,0.990529168
469.772,1.018656265
469.845,1.007779682
469.918,1.020543014
469.991,1.014240437
470.063,1.010345128
470.136,1.055620512
470.209,1.036714421
470.281,1.024150457
470.354,0.98053177
470.427,1.000696318
470.499,0.978602943
470.572,1.030311912
470.645,0.988797421
470.717,1.035007746
470.790,1.010928196
470.863,1.009586695
470.935,0.999296687
471.008,1.049995089
471.080,1.061337919
471.153,1.026923306
471.226,1.008301275
471.298,0.999135407
471.371,1.002626648
471.443,1.043871755
471.516,1.017625961
471.589,1.038657478
471.661,1.027502153
471.734,1.046610651
471.806,1.028859216
471.879,1.012018011
471.952,1.010751093
472.024,1.038943369
472.097,1.037750004
472.169,1.032313748
472.242,1.008705288
472.314,1.058576655
472.387,1.015046378
472.459,1.034829047
472.532,1.052386723
472.604,1.040288744
472.677,1.015981522
472.749,1.048596944
472.822,1.036191489
472.894,1.044192482
472.967,1.023791413
473.039,1.053070708
473.112,1.052193397
473.184,1.027205672
473.257,1.025967006
473.329,1.049079968
473.402,1.002928356
473.474,1.038176149
473.547,1.017964323
473.619,1.033076099
473.691,1.040459825
473.764,1.044284219
473.836,1.037066856
473.909,1.049183264
473.981,1.002170926
474.054,1.036096343
474.126,1.015866994
474.198,1.082692449
474.271,1.045966339
474.343,1.029021452
474.415,1.038466207
474.488,1.029034359
474.560,1.053994359
474.633,1.031324388
474.705,1.026636335
474.777,1.028411528
474.850,1.039148509
474.922,1.084962881
474.994,1.058816159
475.067,1.055195628
475.139,1.041154204
475.211,1.04719059
475.284,1.027801028
475.356,1.032500251
475.428,1.065800243
475.501,1.031656985
475.573,1.049056423
475.645,1.051356326
475.718,1.031726315
475.790,1.088613204
475.862,1.061823175
475.934,1.058774099
476.007,1.061167406
476.079,1.032622384
476.151,1.030024408
476.223,1.032584432
476.296,1.062350254
476.368,1.050878569
476.440,1.034482221
476.512,1.032832913
476.585,1.032083495
476.657,1.052431544
476.729,1.042426954
476.801,1.065116877
476.874,1.048696345
476.946,1.040004397
477.018,1.025838424
477.090,1.070596373
477.162,1.046204433
477.235,1.064079344
477.307,1.044168153
477.379,1.048577008
477.451,1.040149629
477.523,1.052126167
477.595,1.039319674
477.668,1.085675368
477.740,1.068937826
477.812,1.04617012
477.884,1.054165054
477.956,1.081531992
478.028,1.057796273
478.100,1.073738209
478.172,1.059935955
478.245,1.07346963
478.317,1.045853779
478.389,1.051927631
478.461,1.054724238
478.533,1.067584389
478.605,1.071028807
478.677,1.075854544
478.749,1.059643563
478.821,1.063768526
478.893,1.062351395
478.965,1.078262231
479.037,1.081296583
479.110,1.106000227
479.182,1.085621317
479.254,1.094051814
479.326,1.07214196
479.398,1.070856878
479.470,1.088186045
479.542,1.076444959
479.614,1.073569744
479.686,1.074739346
479.758,1.076942911
479.830,1.07343098
479.902,1.076666814
479.974,1.101674976
480.046,1.073208649
480.118,1.063865828
480.190,1.080237618
480.262,1.068811056
480.334,1.090945751
480.406,1.115801727
480.477,1.082767991
480.549,1.082617963
480.621,1.096450602
480.693,1.104889399
480.765,1.081114406
480.837,1.087180826
480.909,1.079294859
480.981,1.102811224
481.053,1.073602091
481.125,1.071544251
481.197,1.074603091
481.269,1.085984365
481.340,1.095777609
481.412,1.087745709
481.484,1.090928161
481.556,1.088008932
481.628,1.080266544
481.700,1.086419031
481.772,1.072223732
481.844,1.090209007
481.915,1.07645154
481.987,1.074694505
482.059,1.09943148
482.131,1.065229428
482.203,1.105406045
482.275,1.09308645
482.346,1.093092381
482.418,1.077259233
482.490,1.105784222
482.562,1.076549202
482.634,1.099542812
482.705,1.11970781
482.777,1.102948842
482.849,1.101231385
482.921,1.091738804
482.992,1.12757755
483.064,1.089135194
483.136,1.081991535
483.208,1.104299284
483.279,1.11645542
483.351,1.093209366
483.423,1.124374199
483.495,1.086484594
483.566,1.128831284
483.638,1.105617418
483.710,1.152452613
483.782,1.11065938
483.853,1.095525865
483.925,1.108576679
483.997,1.138764939
484.068,1.111231225
484.140,1.114593979
484.212,1.105697485
484.283,1.092086197
484.355,1.101828306
484.427,1.118411873
484.498,1.105254557
484.570,1.123224836
484.642,1.118863354
484.713,1.099519357
484.785,1.114397976
484.857,1.135629855
484.928,1.110248462
485.000,1.146642256
485.071,1.119345654
485.143,1.129728523
485.215,1.123289068
485.286,1.113103242
485.358,1.115663458
485.429,1.12175381
485.501,1.12530505
485.573,1.121621684
485.644,1.133967774
485.716,1.1299465
485.787,1.132148131
485.859,1.124799446
485.930,1.141389402
486.002,1.140282366
486.074,1.12827618
486.145,1.106653287
486.217,1.117469485
486.288,1.120773089
486.360,1.134409956
486.431,1.143894181
486.503,1.130579209
486.574,1.128321441
486.646,1.125848197
486.717,1.143856522
486.789,1.094854873
486.860,1.156237743
486.932,1.130786293
487.003,1.130757675
487.075,1.119391901
487.146,1.135776261
487.217,1.142390084
487.289,1.158811272
487.360,1.139836014
487.432,1.161851808
487.503,1.148519648
487.575,1.126922384
487.646,1.131013099
487.718,1.150574198
487.789,1.146283111
487.860,1.167510134
487.932,1.153501422
488.003,1.151841808
488.075,1.143169445
488.146,1.133141289
488.217,1.157776801
488.289,1.157600191
488.360,1.122944835
488.431,1.130870112
488.503,1.152479831
488.574,1.135541004
488.646,1.160098565
488.717,1.173026484
488.788,1.125178469
488.860,1.145300619
488.931,1.166696271
489.002,1.146884354
489.074,1.140381965
489.145,1.138701016
489.216,1.163931543
489.287,1.174597173
489.359,1.152105271
489.430,1.170909323
489.501,1.151050199
489.573,1.152969094
489.644,1.158489863
489.715,1.166415058
489.786,1.175958221
489.858,1.180255776
489.929,1.16596752
490.000,1.155665829
490.071,1.167838906
490.143,1.156796283
490.214,1.146877894
490.285,1.159440046
490.356,1.164061126
490.428,1.148617841
490.499,1.174756037
490.570,1.168478829
490.641,1.151421146
490.712,1.15100945
490.784,1.166403565
490.855,1.183476104
490.926,1.170400257
490.997,1.168637816
491.068,1.16698288
491.140,1.167657262
491.211,1.178130876
491.282,1.170057306
491.353,1.167382917
491.424,1.177132315
491.495,1.15903536
491.566,1.176677938
491.638,1.165186139
491.709,1.187580625
491.780,1.188681647
491.851,1.177250658
491.922,1.166048915
491.993,1.167329976
492.064,1.169749231
492.135,1.177683382
492.206,1.1789741
492.277,1.170451439
492.349,1.171795612
492.420,1.15097501
492.491,1.164264462
492.562,1.203055326
492.633,1.17249026
492.704,1.203329484
492.775,1.154079705
492.846,1.188999683
492.917,1.183914104
492.988,1.194347584
493.059,1.204959954
493.130,1.203898232
493.201,1.185167449
493.272,1.204023472
493.343,1.191832089
493.414,1.196808044
493.485,1.193570913
493.556,1.198068967
493.627,1.164714105
493.698,1.20722955
493.769,1.194588371
493.840,1.189919051
493.911,1.198384175
493.982,1.211486606
494.053,1.189110585
494.124,1.185227082
494.195,1.191412191
494.266,1.197493141
494.336,1.213764551
494.407,1.185121542
494.478,1.182232165
494.549,1.212907987
494.620,1.186471638
494.691,1.199271667
494.762,1.201390411
494.833,1.20834518
494.904,1.18426056
494.975,1.170124014
495.045,1.204403053
495.116,1.214746952
495.187,1.219181813
495.258,1.215611412
495.329,1.197422877
495.400,1.215653172
495.471,1.19479094
495.541,1.180636043
495.612,1.175795855
495.683,1.198369772
495.754,1.205044339
495.825,1.21790354
495.895,1.185352135
495.966,1.193349719
496.037,1.20273467
496.108,1.199143354
496.179,1.200758055
496.249,1.221809084
496.320,1.209105431
496.391,1.235370193
496.462,1.203709124
496.533,1.219618269
496.603,1.212175748
496.674,1.227996463
496.745,1.20034049
496.815,1.217385962
496.886,1.196445669
496.957,1.244693695
497.028,1.195864435
497.098,1.230709788
497.169,1.224747568
497.240,1.203609269
497.311,1.210687456
497.381,1.196846843
497.452,1.220079619
497.523,1.223614341
497.593,1.231658104
497.664,1.212439724
497.735,1.206659298
497.805,1.243952617
497.876,1.219352548
497.947,1.215236274
498.017,1.20271171
498.088,1.24052069
498.158,1.210961062
498.229,1.219875412
498.300,1.233838399
498.370,1.232532801
498.441,1.228916785
498.512,1.209555978
498.582,1.243681065
498.653,1.211910459
498.723,1.214107486
498.794,1.219022754
498.865,1.195395829
498.935,1.229271745
499.006,1.207906796
499.076,1.23707639
499.147,1.253059709
499.217,1.233640193
499.288,1.228687901
499.358,1.242980802
499.429,1.228073281
499.500,1.245098045
499.570,1.23726763
499.641,1.214981455
499.711,1.243108217
499.782,1.2367671
499.852,1.233769481
499.923,1.265417887
499.993,1.234296041
500.064,1.243680592
500.134,1.219730347
500.205,1.216616597
500.275,1.224106007
500.345,1.233785417
500.416,1.239273008
500.486,1.229023119
500.557,1.247222119
500.627,1.239753036
500.698,1.211244373
500.768,1.235614457
500.839,1.223094978
500.909,1.235098824
500.979,1.239563248
501.050,1.248089852
501.120,1.22351348
501.191,1.225563806
501.261,1.22990052
501.331,1.243819517
501.402,1.234383649
501.472,1.25699868
501.543,1.220486171
501.613,1.236285524
501.683,1.25604198
501.754,1.231863116
501.824,1.236320892
501.894,1.218638139
501.965,1.24376297
502.035,1.243544973
502.105,1.250671687
502.176,1.232369925
502.246,1.241304333
502.316,1.238617786
502.387,1.263774971
502.457,1.245587246
502.527,1.230881071
502.598,1.258469475
502.668,1.227343865
502.738,1.247076408
502.808,1.242110132
502.879,1.256680025
502.949,1.253911596
503.019,1.238972456
503.089,1.243205277
503.160,1.251483811
503.230,1.257837193
503.300,1.261645325
503.370,1.237615677
503.441,1.258397069
503.511,1.257325791
503.581,1.25191943
503.651,1.238740576
503.721,1.259045085
503.792,1.258026716
503.862,1.254895917
503.932,1.257511423
504.002,1.278777914
504.072,1.245519909
504.143,1.246771347
504.213,1.253316003
504.283,1.262099722
504.353,1.262359149
504.423,1.256026212
504.493,1.28074292
504.564,1.279993563
504.634,1.24168786
504.704,1.250254595
504.774,1.236725576
504.844,1.257494521
504.914,1.25130281
504.984,1.282060194
505.054,1.260258689
505.124,1.249153221
505.195,1.283703803
505.265,1.260749237
505.335,1.257602318
505.405,1.275353131
505.475,1.24380844
505.545,1.298695455
505.615,1.27616405
505.685,1.270120367
505.755,1.269151378
505.825,1.264309778
505.895,1.276182644
505.965,1.266050429
506.035,1.271677553
506.105,1.244653527
506.175,1.263324543
506.245,1.258032052
506.315,1.278671029
506.385,1.286800637
506.455,1.277595006
506.525,1.266994204
506.595,1.242848563
506.665,1.246932339
506.735,1.26471752
506.805,1.271322968
506.875,1.264444481
506.945,1.272058687
507.015,1.306501362
507.085,1.275490927
507.155,1.258226496
507.225,1.29755161
507.295,1.24405664
507.365,1.269060787
507.434,1.267372223
507.504,1.264118779
507.574,1.287997767
507.644,1.286531584
507.714,1.294897156
507.784,1.301753603
507.854,1.290898435
507.924,1.344431664
507.994,1.278445373
508.063,1.299213735
508.133,1.283013351
508.203,1.287827218
508.273,1.256313727
508.343,1.27444651
508.413,1.284395985
508.483,1.292309739
508.552,1.299875875
508.622,1.305971198
508.692,1.298202515
508.762,1.282604683
508.832,1.26356265
508.901,1.264688089
508.971,1.275447809
509.041,1.24669305
509.111,1.252238841
509.181,1.259414212
509.250,1.267113672
509.320,1.282929875
509.390,1.298661225
509.460,1.315056583
509.529,1.293056907
509.599,1.309337636
509.669,1.286423353
509.739,1.268083443
509.808,1.281871487
509.878,1.295147505
509.948,1.259505526
510.017,1.262664291
510.087,1.23391503
510.157,1.261242911
510.227,1.275025823
510.296,1.330498656
510.366,1.29591563
510.436,1.341220494
510.505,1.298730347
510.575,1.283807406
510.645,1.281349563
510.714,1.286080006
510.784,1.258174131
510.854,1.275348952
510.923,1.275902565
510.993,1.234477867
511.062,1.269022309
511.132,1.254881878
511.202,1.331841262
511.271,1.29423532
511.341,1.309109099
511.410,1.306629094
511.480,1.293419511
511.550,1.262927763
511.619,1.278970258
511.689,1.323277958
511.758,1.276038607
511.828,1.275376768
511.897,1.256338678
511.967,1.278945922
512.037,1.260057625
512.106,1.260924806
512.176,1.281010626
512.245,1.301074879
512.315,1.311765127
512.384,1.322230611
512.454,1.286473017
512.523,1.297150052
512.593,1.308076644
512.662,1.281811704
512.732,1.284354238
512.801,1.277977685
512.871,1.25096362
512.940,1.259422082
513.010,1.255102956
513.079,1.232964189
513.149,1.240050226
513.218,1.276959573
513.288,1.311719979
513.357,1.357082928
513.426,1.345704145
513.496,1.325239072
513.565,1.284196483
513.635,1.325438688
513.704,1.274064935
513.773,1.274303958
513.843,1.287433732
513.912,1.289709273
513.982,1.275209778
514.051,1.278128136
514.120,1.245472303
514.190,1.277880036
514.259,1.260459073
514.329,1.242385068
514.398,1.295375154
514.467,1.330199978
514.537,1.334646582
514.606,1.344080572
514.675,1.313524968
514.745,1.296507684
514.814,1.274921628
514.883,1.273818888
514.953,1.293286429
515.022,1.291420135
515.091,1.26882934
515.160,1.254567887
515.230,1.226662174
515.299,1.254924317
515.368,1.24052898
515.438,1.244773547
515.507,1.264313606
515.576,1.319599815
515.645,1.315689765
515.715,1.353757489
515.784,1.291063221
515.853,1.315445795
515.922,1.295316891
515.992,1.301876788
516.061,1.292711205
516.130,1.311073172
516.199,1.295266528
516.268,1.257393576
516.338,1.256476657
516.407,1.269007741
516.476,1.26730446
516.545,1.25653878
516.614,1.233071781
516.684,1.234727934
516.753,1.246071419
516.822,1.340982012
516.891,1.343489322
516.960,1.352666446
517.029,1.338568681
517.099,1.333969703
517.168,1.30165498
517.237,1.297452301
517.306,1.288685714
517.375,1.276136864
517.444,1.278953279
517.513,1.27074989
517.582,1.270689185
517.651,1.273064236
517.721,1.233042322
517.790,1.270559427
517.859,1.233289139
517.928,1.239518158
517.997,1.238687302
518.066,1.318907739
518.135,1.337971727
518.204,1.327277131
518.273,1.328197378
518.342,1.341532841
518.411,1.323671231
518.480,1.308413515
518.549,1.292245045
518.618,1.30758952
518.687,1.269149191
518.756,1.271000949
518.825,1.258149903
518.894,1.276167664
518.963,1.251563281
519.032,1.274769515
519.101,1.23647209
519.170,1.223059721
519.239,1.233044842
519.308,1.242929091
519.377,1.261715231
519.446,1.309362064
519.515,1.379861424
519.584,1.355111308
519.653,1.376492275
519.722,1.354858129
519.791,1.310225586
519.859,1.325418232
519.928,1.314595538
519.997,1.299224825
520.066,1.281612443
520.135,1.308577986
520.204,1.241702226
520.273,1.27878622
520.342,1.268333072
520.411,1.259023776
520.479,1.228309373
520.548,1.267379133
520.617,1.237421035
520.686,1.216669742
520.755,1.224044982
520.824,1.267866129
520.893,1.322414656
520.961,1.381347499
521.030,1.330323133
521.099,1.350050619
521.168,1.353283471
521.237,1.317927971
521.305,1.317153074
521.374,1.331819217
521.443,1.31155436
521.512,1.298196788
521.581,1.274586465
521.649,1.291692037
521.718,1.304101129
521.787,1.281162748
521.856,1.28976761
521.924,1.271348234
521.993,1.268914999
522.062,1.261650049
522.130,1.248392551
522.199,1.233815149
522.268,1.234293068
522.337,1.335096074
522.405,1.382675251
522.474,1.387368378
522.543,1.371287174
522.611,1.36926241
522.680,1.349014726
522.749,1.38180091
522.817,1.337488357
522.886,1.32421846
522.955,1.321821197
523.023,1.317770262
523.092,1.287627169
523.161,1.283392458
523.229,1.248822387
523.298,1.299730231
523.367,1.254541394
523.435,1.263752958
523.504,1.254229551
523.572,1.219836101
523.641,1.225279442
523.710,1.228043964
523.778,1.229894591
523.847,1.298040737
523.915,1.343349031
523.984,1.400491872
524.053,1.356037631
524.121,1.380713604
524.190,1.352140091
524.258,1.337927916
524.327,1.333171408
524.395,1.315585815
524.464,1.301802938
524.532,1.297442966
524.601,1.314989167
524.669,1.299171046
524.738,1.280934038
524.806,1.271520016
524.875,1.258780862
524.943,1.249940041
525.012,1.254430275
525.080,1.233156394
525.149,1.247189391
525.217,1.233466488
525.286,1.223466576
525.354,1.214890376
525.423,1.225081959
525.491,1.327837669
525.560,1.352051439
525.628,1.432010925
525.696,1.388730144
525.765,1.360493936
525.833,1.354408891
525.902,1.362381003
525.970,1.331970277
526.038,1.302434765
526.107,1.330084495
526.175,1.292490569
526.244,1.290060909
526.312,1.292475796
526.380,1.307173688
526.449,1.289184396
526.517,1.266065349
526.585,1.249453038
526.654,1.257083058
526.722,1.256973767
526.791,1.249434969
526.859,1.220156241
526.927,1.228708845
526.996,1.217357381
527.064,1.220591137
527.132,1.262374118
527.200,1.326803728
527.269,1.444273451
527.337,1.392403283
527.405,1.392629643
527.474,1.373560763
527.542,1.355703713
527.610,1.358713863
527.678,1.332532545
527.747,1.341344578
527.815,1.337453976
527.883,1.26700446
527.951,1.300335408
528.020,1.288437859
528.088,1.276077084
528.156,1.281787148
528.224,1.262643351
528.293,1.250354623
528.361,1.243837174
528.429,1.230470014
528.497,1.233466021
528.565,1.224225213
528.633,1.2227478
528.702,1.215078799
528.770,1.2249428
528.838,1.222416906
528.906,1.288309162
528.974,1.347526203
529.042,1.411960015
529.111,1.383345118
529.179,1.394958305
529.247,1.363573048
529.315,1.352501482
529.383,1.332276453
529.451,1.354250141
529.519,1.318989167
529.587,1.307718743
529.656,1.294830354
529.724,1.27714531
529.792,1.278192696
529.860,1.263640751
529.928,1.258772783
529.996,1.243705999
530.064,1.227699749
530.132,1.229960755
530.200,1.248584158
530.268,1.225884057
530.336,1.208347687
530.404,1.217644721
530.472,1.197128735
530.540,1.194301299
530.608,1.192777497
530.676,1.219299318
530.744,1.296860205
530.812,1.358429665
530.880,1.389401142
530.948,1.386098662
531.016,1.335857565
531.084,1.361686603
531.152,1.351917383
531.220,1.377049594
531.288,1.322949553
531.356,1.318171917
531.424,1.274898086
531.492,1.280914761
531.560,1.269562377
531.628,1.27698545
531.696,1.254867595
531.764,1.246694751
531.832,1.219407112
531.900,1.225447707
531.967,1.21545373
532.035,1.202537924
532.103,1.210977076
532.171,1.199949275
532.239,1.190233716
532.307,1.187423818
532.375,1.196966052
532.443,1.186176517
532.510,1.165628052
532.578,1.215389042
532.646,1.282191536
532.714,1.371970807
532.782,1.40692192
532.850,1.394389501
532.917,1.363672886
532.985,1.370423439
533.053,1.317375771
533.121,1.316113391
533.189,1.302206393
533.256,1.314018148
533.324,1.262903086
533.392,1.267778063
533.460,1.244439918
533.527,1.251775934
533.595,1.224202466
533.663,1.238671688
533.731,1.231485998
533.799,1.241572441
533.866,1.183215765
533.934,1.200589955
534.002,1.171598163
534.069,1.180279338
534.137,1.169363414
534.205,1.179865653
534.273,1.169368862
534.340,1.175461167
534.408,1.163760982
534.476,1.184567997
534.543,1.182284676
534.611,1.24375106
534.679,1.3445112
534.746,1.366422954
534.814,1.365206792
534.882,1.347591622
534.949,1.356996711
535.017,1.345164666
535.085,1.341237446
535.152,1.295291754
535.220,1.281053849
535.287,1.260274903
535.355,1.264037195
535.423,1.2599048
535.490,1.237333834
535.558,1.246730744
535.625,1.244843847
535.693,1.231316847
535.761,1.221222008
535.828,1.218168409
535.896,1.216275589
535.963,1.220651888
536.031,1.22368483
536.098,1.183251882
536.166,1.169109713
536.233,1.186611916
536.301,1.168645079
536.368,1.159563904
536.436,1.147654191
536.503,1.160073652
536.571,1.164593555
536.638,1.223150704
536.706,1.37147653
536.773,1.405335108
536.841,1.389063605
536.908,1.361870241
536.976,1.332930355
537.043,1.351947062
537.111,1.330811313
537.178,1.325890425
537.246,1.314837108
537.313,1.27507765
537.381,1.270472954
537.448,1.279484015
537.515,1.248036539
537.583,1.276643579
537.650,1.262151276
537.718,1.242822996
537.785,1.238659584
537.852,1.223585173
537.920,1.20786119
537.987,1.210204317
538.055,1.17777179
538.122,1.177619435
538.189,1.162747627
538.257,1.160244889
538.324,1.16562655
538.391,1.17521178
538.459,1.13196949
538.526,1.150109456
538.593,1.137688935
538.661,1.145398467
538.728,1.168213364
538.795,1.272089716
538.863,1.36175832
538.930,1.377248015
538.997,1.372806483
539.064,1.367582525
539.132,1.345918025
539.199,1.335128547
539.266,1.30789496
539.334,1.337214689
539.401,1.315233117
539.468,1.299407528
539.535,1.277448088
539.603,1.311452858
539.670,1.279381045
539.737,1.262092972
539.804,1.22566395
539.871,1.238532131
539.939,1.223693102
540.006,1.222332343
540.073,1.196001716
540.140,1.204323254
540.207,1.194495664
540.275,1.182251565
540.342,1.174459023
540.409,1.163071646
540.476,1.1373117
540.543,1.159343928
540.610,1.136674914
540.678,1.135351142
540.745,1.145052469
540.812,1.153860728
540.879,1.160671253
540.946,1.195592638
541.013,1.304051095
541.080,1.382179716
541.147,1.393080772
541.215,1.367794862
541.282,1.341155662
541.349,1.372018545
541.416,1.337686333
541.483,1.322442262
541.550,1.327791027
541.617,1.32355999
541.684,1.282497627
541.751,1.275519638
541.818,1.252276216
541.885,1.255969386
541.952,1.255583261
542.019,1.25867408
542.086,1.227224818
542.153,1.239934857
542.220,1.208377902
542.287,1.199277315
542.354,1.18031827
542.421,1.187551095
542.488,1.174358224
542.555,1.175504317
542.622,1.173021325
542.689,1.17610143
542.756,1.150563058
542.823,1.153734335
542.890,1.146853773
542.957,1.142863022
543.024,1.15976103
543.091,1.154027016
543.158,1.156681034
543.225,1.209525052
543.292,1.297702508
543.359,1.368150292
543.425,1.359882713
543.492,1.367063832
543.559,1.344836502
543.626,1.348993742
543.693,1.328114006
543.760,1.321293641
543.827,1.304392971
543.894,1.302364538
543.960,1.274727688
544.027,1.254890952
544.094,1.265526137
544.161,1.244360609
544.228,1.236349044
544.295,1.227049336
544.361,1.203245126
544.428,1.196331969
544.495,1.189186965
544.562,1.196934989
544.629,1.193887554
544.695,1.184011557
544.762,1.1500423
544.829,1.163412167
544.896,1.153834912
544.963,1.156530915
545.029,1.154921925
545.096,1.182769366
545.163,1.17261931
545.230,1.168686778
545.296,1.16312071
545.363,1.157531841
545.430,1.15382477
545.496,1.167218512
545.563,1.165294325
545.630,1.272497123
545.697,1.340395548
545.763,1.358873319
545.830,1.314644912
545.897,1.349274021
545.963,1.351893587
546.030,1.321333068
546.097,1.313370881
546.163,1.2972846
546.230,1.27713641
546.297,1.267246545
546.363,1.260668778
546.430,1.258753661
546.496,1.225605014
546.563,1.248098818
546.630,1.23668902
546.696,1.190950349
546.763,1.19833312
546.830,1.191947473
546.896,1.172044913
546.963,1.178600336
547.029,1.168782177
547.096,1.174412313
547.162,1.17385073
547.229,1.14394408
547.296,1.167373374
547.362,1.184038778
547.429,1.164194442
547.495,1.17397267
547.562,1.157516283
547.628,1.14484264
547.695,1.123012637
547.761,1.156499348
547.828,1.130939302
547.894,1.133680234
547.961,1.138485373
548.027,1.191167279
548.094,1.244181006
548.160,1.318423892
548.227,1.3380934
548.293,1.321564786
548.360,1.296497354
548.426,1.308424168
548.493,1.262758191
548.559,1.278793349
548.625,1.257775016
548.692,1.234405664
548.758,1.228503054
548.825,1.221338681
548.891,1.215762242
548.958,1.20314136
549.024,1.200605336
549.090,1.198057847
549.157,1.195108444
549.223,1.168602224
549.289,1.156941482
549.356,1.160950581
549.422,1.166077257
549.489,1.146676731
549.555,1.152496842
549.621,1.164653752
549.688,1.176130367
549.754,1.199713751
549.820,1.164052164
549.887,1.180273742
549.953,1.166430013
550.019,1.164233343
550.086,1.142029596
550.152,1.147259791
550.218,1.133127746
550.284,1.132077136
550.351,1.131740031
550.417,1.121478829
550.483,1.141522369
550.549,1.164134279
550.616,1.253821454
550.682,1.295111817
550.748,1.300970578
550.814,1.30445503
550.881,1.271394379
550.947,1.263162561
551.013,1.245338982
551.079,1.221930961
551.146,1.238655504
551.212,1.197813513
551.278,1.21120383
551.344,1.237549206
551.410,1.192951174
551.477,1.187139564
551.543,1.188788494
